municipio;uf;ano;Despesas Exceto Intraorçamentárias;Despesas Intraorçamentárias;Outros;01 - Legislativa;04 - Administração;06 - Segurança Pública;08 - Assistência Social;09 - Previdência Social;10 - Saúde;12 - Educação;15 - Urbanismo;17 - Saneamento;20 - Agricultura;23 - Comércio e Serviços;26 - Transporte;28 - Encargos Especiais
AREAL;RJ;2020;68657471.06;3174126.36;6241743.229999997;2345961.58;17850708.75;0.0;1926258.92;7168930.33;20720426.92;13132928.06;2439836.45;0.0;4803.18;0.0;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2020;292997162.06;0.0;863619.4300000668;8067618.78;69276164.46;2658588.25;977037.33;6331774.56;85035307.07;73716777.46;40433153.87;0.0;0.0;367048.24;1586124.4;3683948.21
ARRAIAL DO CABO;RJ;2020;178602009.66;6169735.05;13453285.409999996;0.0;78819816.64;0.0;6633635.87;0.0;40864539.19;38938279.52;524256.52;0.0;0.0;0.0;13654.46;5524277.1
BARRA DO PIRAI;RJ;2020;260915656.34;4947207.41;13291536.609999985;6145810.88;61812221.61;874891.8;5589702.17;29172926.4;85104386.5;54163449.63;6212319.31;87348.88;533105.53;0.0;192028.49;2683135.94
BARRA MANSA;RJ;2020;553737069.31;0.0;23415155.97999984;11939009.34;119824581.76;0.0;6520752.16;93108132.2;150158046.34;121962509.57;3258571.31;2160167.38;773869.72;0.0;643920.26;19972353.29
BELFORD ROXO;RJ;2020;808745515.44;0.0;10817541.439999938;13868171.74;115654616.22;572010.42;14874318.7;33423257.63;255658481.35;210820975.61;135602965.01;1766033.44;0.0;0.0;722848.14;14964295.74
BOM JARDIM;RJ;2020;91381830.0;12612169.61;14843876.14;3096532.11;7642321.62;2011908.98;1964746.06;15729155.95;27278865.88;14896186.01;11134368.99;0.0;587733.51;1407308.19;3288265.33;112730.84
BOM JESUS DO ITABAPOANA;RJ;2020;155340055.6;0.0;1111412.6200000048;4205477.16;24487367.51;482023.21;5126598.87;0.0;64909682.24;26693817.45;22155696.38;4228559.21;1939420.95;0.0;0.0;0.0
CABO FRIO;RJ;2020;817289082.05;0.0;95677695.86999989;14876604.98;98133256.87;22792127.71;15211510.87;75996153.47;255976669.03;183036715.15;40405604.78;0.0;1604746.22;2168030.63;3150397.41;8259569.06
CACHOEIRAS DE MACACU;RJ;2020;187120680.27;1348090.09;7197171.880000025;5614821.63;24056788.68;405643.41;4517344.03;25420338.14;66592149.61;38373254.52;6081262.52;5195511.88;461726.39;36951.76;772092.02;3743713.89
CAMBUCI;RJ;2020;65874963.11;0.0;3538281.6999999955;17885976.59;0.0;1735904.81;262885.15;8443050.28;17173217.39;12150641.02;2448400.88;0.0;0.0;0.0;0.0;2236605.29
CARAPEBUS;RJ;2020;104710665.78;153664.55;477903.23999999464;3400918.74;34140686.16;298800.0;4360498.68;904945.25;32077833.04;20283099.04;5850212.91;0.0;0.0;1716027.15;1353406.12;0.0
COMENDADOR LEVY GASPARIAN;RJ;2020;45902020.33;1494785.55;3261091.1799999923;618607.47;11378706.87;0.0;1657722.53;2634785.91;14264007.05;9227638.71;3517696.7;296997.57;24555.28;0.0;0.0;514996.61
CAMPOS DOS GOYTACAZES;RJ;2020;1584480152.18;123554623.47;135994953.60000014;27643712.66;187829873.63;47425.9;32248302.37;156863680.46;746703402.71;286425792.72;95755736.08;10688959.99;496381.76;0.0;5441259.94;21895293.83
CANTAGALO;RJ;2020;88928457.32;4142561.65;5717217.480000004;3815024.78;7052577.61;1044016.57;2135196.56;17868156.92;26390946.73;13816787.75;6895742.97;3668027.33;979873.91;962896.58;1774820.4;949733.38
CARDOSO MOREIRA;RJ;2020;62742525.75;4656457.15;5249764.600000016;2282762.3;11450240.51;0.0;2372490.86;4963315.84;18818924.7;13474744.53;3691902.91;0.0;1569527.9;0.0;1031881.2;2493427.55
CARMO;RJ;2020;84802778.42;7978156.65;17215460.220000014;2852430.54;15606839.51;1042.1;3100288.64;8362541.39;25039157.49;12575224.97;3695783.78;1857332.98;444389.81;26375.0;689022.06;1315046.58
CASIMIRO DE ABREU;RJ;2020;242119925.46;16244242.77;28558754.680000037;6927523.5;45109020.63;1756210.42;7449396.68;19407782.69;63910859.33;49344771.91;20701300.16;8176478.98;2364239.35;1025009.37;0.0;3632820.53
CONCEICAO DE MACABU;RJ;2020;89605662.59;5427068.37;7458597.13000001;3240836.32;9451986.98;1383003.04;3740217.78;8387776.33;30312454.32;17548800.93;11363572.58;804286.42;818479.21;513453.79;0.0;9266.13
CORDEIRO;RJ;2020;98213185.85;0.0;1348710.3399999887;2939380.14;18597416.41;162328.17;1362749.59;17036735.08;23994084.31;21239114.98;10505905.22;0.0;223106.34;803655.27;0.0;0.0
DUAS BARRAS;RJ;2020;59812757.4;3461639.08;5645285.279999994;2311068.95;6839723.88;592029.17;1818326.91;5827509.1;17777021.13;11487806.48;5496689.19;0.0;958087.32;886303.49;2569912.72;1064632.86
DUQUE DE CAXIAS;RJ;2020;2590716678.03;79145899.65;101084374.6500001;65564369.08;126793031.76;22960814.74;32797691.49;432094939.28;827833053.87;552166118.59;234070251.77;162619231.93;0.0;0.0;0.0;111878700.52
ENGENHEIRO PAULO DE FRONTIN;RJ;2020;68251212.73;0.0;3017745.0100000054;2592381.75;19751557.78;0.0;2431265.16;0.0;21060275.68;15476311.99;3234241.86;0.0;319178.86;368254.64;0.0;0.0
GUAPIMIRIM;RJ;2020;196913152.32;0.0;3269809.8599999845;1871287.55;39889105.96;0.0;6223604.8;0.0;57840642.04;44512276.33;39736057.22;0.0;3600.0;999453.0;0.0;2567315.56
IGUABA GRANDE;RJ;2020;118906320.49;1116756.94;3095593.169999987;4230318.56;27129522.48;124845.7;3837923.32;6174378.89;39307087.1;25564547.85;8854396.34;0.0;0.0;0.0;0.0;1704464.02
ITABORAI;RJ;2020;601699479.34;21078521.47;27179894.73000014;17189920.11;124794362.39;5715.26;2761224.61;73543231.63;173138321.67;164739709.71;38403710.05;0.0;0.0;0.0;1021910.65;0.0
ITAGUAI;RJ;2020;493659204.48;69573770.64;89235199.24999994;4848149.67;98808337.02;3530616.7;13140169.84;69217330.14;130461081.41;126487804.39;17545206.76;2289492.98;579.0;0.0;1601322.07;6067685.89
ITALVA;RJ;2020;67824513.3;2659993.62;10093397.689999998;2513001.7;6953731.7;448206.42;2327974.18;7287415.75;22460558.42;11080773.42;3699064.09;0.0;2746434.38;0.0;0.0;873949.17
ITAOCARA;RJ;2020;93361584.63;6758274.37;8588265.180000007;3515181.15;12464550.8;0.0;2511583.4;10788573.78;32621830.48;16569195.33;7637459.03;0.0;1129175.61;0.0;527093.21;3766951.03
ITAPERUNA;RJ;2020;316697296.19;775456.72;16604230.140000045;8799416.59;38485908.33;3941367.74;10190380.06;12137950.62;129690129.86;64184708.58;29059846.33;186522.21;2259128.11;159541.7;1198637.65;574984.99
ITATIAIA;RJ;2020;232047903.55;13911874.09;33994223.47999999;8434501.51;64626940.84;508567.5;1010849.13;8612972.26;51527881.96;44670883.38;19243415.32;2443820.93;400600.0;0.0;3396582.21;7088539.12
JAPERI;RJ;2020;192472472.46;11479528.22;13146956.5;5040225.37;15848134.62;2472277.66;3344627.73;11776045.41;64301075.04;58723489.43;25944097.48;0.0;425477.22;0.0;0.0;2929594.22
LAJE DO MURIAE;RJ;2020;48968691.8;484857.07;1542794.6499999985;2035130.89;4683686.03;0.0;2067508.78;3640745.31;16724370.62;9934401.29;5883964.38;0.0;1506910.59;437911.0;28557.9;967567.43
MACAE;RJ;2020;1974775544.47;125796387.44;254033041.90999985;72470534.94;169036015.1;42522142.01;32204427.15;107718255.67;579423437.73;506696259.96;178559674.75;98028999.28;4709540.56;0.0;54503438.63;666164.22
MACUCO;RJ;2020;45827505.22;0.0;1812856.9299999997;1902702.36;11740628.86;70944.36;1370226.16;0.0;15262103.33;8653173.82;4200005.66;0.0;548553.86;266309.88;0.0;0.0
MAGE;RJ;2020;574903898.88;6687802.64;24850322.309999943;11741952.55;63497465.43;5471410.14;12733926.09;28668676.61;165185235.55;166181027.24;100313506.94;0.0;1722941.15;0.0;0.0;1225237.51
MANGARATIBA;RJ;2020;204970591.21;1995606.72;13124779.430000007;0.0;88558482.9;0.0;0.0;0.0;0.0;69359864.94;25573783.35;0.0;0.0;936486.3;2961680.04;6451120.97
MARICA;RJ;2020;2452840662.75;104652044.2;543957227.7300003;20036865.62;466102167.56;24764050.75;98164594.13;62133806.37;516491315.96;312470634.09;429889041.07;19105586.31;5698914.45;6980508.0;17861073.06;33836921.85
MENDES;RJ;2020;83953457.61;28747.87;2790844.0299999863;2252709.7;13181054.34;0.0;3719829.9;10075333.25;22530276.64;17743045.45;8553801.13;44634.95;7275.37;394639.2;698883.34;1989878.18
MESQUITA;RJ;2020;306347429.24;0.0;16888146.650000036;5312476.95;51089305.52;845859.22;8059652.37;8563870.74;100235817.04;78124212.28;30436148.2;0.0;0.0;0.0;568500.27;6223440.0
MIGUEL PEREIRA;RJ;2020;138535424.79;0.0;4964736.390000001;3789438.09;29966448.77;414805.83;1496449.3;9904106.51;48447377.24;23035295.31;12863419.86;673504.6;14420.14;1233174.58;1732248.17;0.0
MIRACEMA;RJ;2020;112412807.92;3778611.38;10342203.389999986;3251027.43;11899582.42;1993194.85;3594609.98;14614435.34;34251590.41;21826523.04;3583565.5;0.0;3478823.64;0.0;740440.29;6615423.01
NATIVIDADE;RJ;2020;80938111.15;4704656.9;7924247.38000001;2592755.26;10517009.86;0.0;1480368.46;12495282.61;26592467.01;11468063.25;6643401.7;0.0;861363.47;107277.82;512745.25;4447785.98
NILOPOLIS;RJ;2020;304489542.89;21696939.83;31751777.599999964;0.0;45911228.49;5804360.43;4361110.37;49485923.42;90367098.68;59530061.54;34512073.37;0.0;0.0;0.0;3073328.7;1389520.12
NITEROI;RJ;2020;3260191306.4;212630646.63;286656394.82999945;71833662.2;661057423.73;101780927.79;175215885.81;385231388.04;644145565.84;481951771.38;243284868.58;154310658.36;0.0;110722843.92;32890909.79;123739652.76
NOVA FRIBURGO;RJ;2020;471661767.77;17338260.28;20057385.449999988;13290013.3;72674788.57;111307.66;10792999.35;16262890.4;180414144.8;122215207.94;40816775.63;0.0;0.0;1710441.14;1947793.06;8706280.75
NOVA IGUACU;RJ;2020;1770170991.76;110103775.98;184979821.67000008;26670625.57;150943844.72;0.0;19061877.11;183281991.13;543292807.78;331305781.67;316233005.16;0.0;0.0;73369.46;3405638.97;121026004.5
PARACAMBI;RJ;2020;174447817.91;0.0;5823026.019999981;4309413.83;50299147.91;2759358.28;2870818.92;0.0;72055534.4;31591476.66;405680.38;0.0;99948.13;0.0;1412222.86;2821190.52
PARAIBA DO SUL;RJ;2020;166142538.34;0.0;4899372.76000002;4954905.21;22128151.16;0.0;2710274.64;15500779.75;56301553.31;35674756.5;17779283.34;0.0;0.0;459777.89;3080624.3;2653059.48
PARATY;RJ;2020;272279531.83;0.0;8854268.919999987;7722029.66;38641641.85;6457773.53;8728046.72;0.0;95233627.88;42467925.65;47004313.18;8082104.77;1801905.52;3010839.53;0.0;4275054.62
PATY DO ALFERES;RJ;2020;128842926.87;0.0;3754109.769999996;3859190.2;16659340.22;2047527.47;3478266.88;9351579.25;36788950.81;24276544.58;24663565.94;463965.98;2394563.9;857249.14;0.0;248072.73
PETROPOLIS;RJ;2020;1080992998.81;53941404.54;60281420.07999992;21849952.34;102555107.03;730353.9;17244454.83;15208146.46;400835429.28;207055111.88;57860777.35;73070355.16;3574.0;46332.48;0.0;178193388.56
PINHEIRAL;RJ;2020;85955437.66;1015170.56;8644245.939999998;3159631.23;7391254.7;0.0;3894675.8;3753187.75;30298000.1;19657423.32;5975236.22;0.0;3175.76;0.0;55925.08;4137852.32
PIRAI;RJ;2020;189360955.43;9646863.23;19222255.679999977;6213089.91;23003489.83;0.0;2904591.63;18406788.36;58749692.9;38388417.12;5882165.88;19567236.77;777020.58;6510.0;3429838.91;2456721.09
PORCIUNCULA;RJ;2020;82967646.61;4287569.43;6176859.339999989;2789752.34;10601071.8;58308.9;2907611.41;12809507.93;28878453.88;12740960.63;6707225.0;16804.65;2321911.0;51055.29;664652.49;531041.38
PORTO REAL;RJ;2020;153140671.68;0.0;5639689.310000002;8585944.77;24728567.41;6222065.34;4305843.61;0.0;49938840.23;31277075.55;19388709.91;2409228.05;378700.99;0.0;0.0;266006.51
QUATIS;RJ;2020;62566580.44;0.0;2450081.8000000045;2403838.66;12240382.22;2690802.54;2058541.67;2279173.22;13468550.3;16512245.98;3002124.71;1606389.83;2053409.13;0.0;162710.19;1638330.19
QUEIMADOS;RJ;2020;357063176.43;0.0;2400621.7700000405;10769040.21;84648505.88;2170925.52;7534312.42;27222308.27;114203523.74;73773285.04;34190652.58;150001.0;0.0;0.0;0.0;0.0
QUISSAMA;RJ;2020;251227301.28;10048761.27;25272652.27000001;8141142.64;40830626.63;12386702.04;16645376.1;773195.58;87584555.92;43532486.75;14556288.87;1182038.85;212142.54;24362.15;7995005.56;2139486.65
RESENDE;RJ;2020;510807368.3;32645488.42;58991019.97000003;17776009.06;68761234.16;1941709.69;5814493.63;36143654.25;196470308.33;111807162.89;21759986.38;8552522.37;229308.16;0.0;2506086.45;12699361.38
RIO BONITO;RJ;2020;220289113.17;11805146.37;12338093.120000005;6997240.75;37461758.41;97655.66;1536618.02;18509998.57;96742426.63;46414900.13;8665023.34;0.0;3870.0;0.0;3255228.95;71445.96
RIO CLARO;RJ;2020;95626536.93;1032972.83;9476794.569999993;4025637.31;8795728.78;0.0;2521401.01;12131684.59;29807959.25;15830541.29;10503182.66;237941.01;146835.35;57729.4;2269725.62;854348.92
RIO DAS FLORES;RJ;2020;62345265.62;0.0;5928678.959999993;2192037.31;12671950.14;0.0;3673707.61;0.0;19093774.38;15145336.25;1288707.28;266474.81;842068.11;1487.71;0.0;1241043.06
RIO DAS OSTRAS;RJ;2020;569163647.69;21645055.76;63582653.32000011;16186159.24;95917160.5;20083090.04;14254373.82;23311392.92;164656878.78;108241512.84;46793448.59;19070711.14;0.0;4970206.14;7535129.34;6205986.78
RIO DE JANEIRO;RJ;2020;21183590518.7;4553428433.43;5041649645.16;825694841.31;1390102739.63;493088978.45;701290568.37;4783922694.07;4058745095.06;4075977184.48;2139324459.74;497144864.3;0.0;66522197.54;196428466.82;1467127217.2
SANTA MARIA MADALENA;RJ;2020;64129369.99;0.0;1750221.3399999961;2724938.71;10724756.7;1210543.47;1304356.1;4310139.03;19798673.98;14315434.13;4072095.43;0.0;1484419.01;972131.51;1461660.58;0.0
SANTO ANTONIO DE PADUA;RJ;2020;136097999.9;5251564.9;5494776.790000021;4457259.27;14356879.9;2114940.24;3583184.21;12024392.62;40352060.68;28151985.63;28932453.21;0.0;1881632.25;0.0;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2020;144504336.8;0.0;1768028.4200000167;5611008.49;44056712.97;0.0;1508647.7;0.0;37588885.33;45873347.46;7548761.18;58082.72;162740.57;0.0;328121.96;0.0
SAO FIDELIS;RJ;2020;135387842.94;140909.68;2110902.9399999976;4312167.02;18070023.62;0.0;7013858.0;14099539.86;41628720.22;28486395.02;15755941.31;0.0;977456.68;32640.0;0.0;3041107.95
SAO GONCALO;RJ;2020;1408000495.41;0.0;33186446.52999997;27485079.66;144867701.03;17600.0;19159722.96;170746254.74;517409647.12;271386388.09;154998970.79;0.0;0.0;0.0;2608311.57;66134372.92
SAO JOAO DA BARRA;RJ;2020;360275522.22;0.0;31119865.04000002;11310527.47;67223924.66;7044053.63;23600866.58;3761454.15;133655358.83;68343224.08;5288319.64;298786.54;1175111.1;7454030.5;0.0;0.0
SAO JOAO DE MERITI;RJ;2020;564746389.09;28108280.79;32791821.650000095;17139972.96;125867726.88;4971360.1;2940644.6;54187175.37;189177365.25;105758849.63;49157046.63;7223108.4;0.0;0.0;0.0;3639598.41
SAO JOSE DE UBA;RJ;2020;45357263.2;1812310.41;3093768.299999997;0.0;13278534.09;0.0;1378724.07;1196840.4;16625286.94;6898761.71;3019279.49;0.0;5838.28;0.0;1573457.6;99082.73
SAO JOSE DO VALE DO RIO PRETO;RJ;2020;81133386.35;0.0;5219258.11999999;2258569.58;14223236.62;350422.22;915404.07;2186521.57;29513559.49;20516603.91;592827.36;0.0;1068036.9;360793.48;3928153.03;0.0
SAO PEDRO DA ALDEIA;RJ;2020;268039422.57;0.0;17944492.160000026;8394877.35;23183824.01;8291052.9;6240923.75;24403191.74;61320586.24;73188482.07;29197747.49;569415.35;1513957.57;0.0;0.0;13790871.94
SAO SEBASTIAO DO ALTO;RJ;2020;61491121.4;3161646.15;5772729.460000008;2298168.81;10828224.5;0.0;2563188.63;9509747.44;16520455.92;8942933.16;5632461.64;0.0;1077357.15;176487.94;906296.79;424716.11
SAPUCAIA;RJ;2020;82129789.83;6733596.18;9460027.559999987;3810135.56;22400197.5;40961.6;1875920.83;11025913.24;22512095.56;14840249.74;1646110.13;0.0;56697.97;13069.23;0.0;1182007.09
SAQUAREMA;RJ;2020;501949114.47;9337383.75;12348145.420000017;9723434.04;68484913.68;2237034.3;10186008.21;20952592.33;125676878.49;119548941.57;123270953.39;0.0;169500.0;1175204.12;0.0;17512892.67
SEROPEDICA;RJ;2020;237206654.6;0.0;1217196.849999994;9584491.39;52346463.82;1818345.16;3615159.96;12373689.92;61503559.32;74774855.83;15321319.48;0.0;5230.0;0.0;4646342.87;0.0
SILVA JARDIM;RJ;2020;131637605.71;136382.96;4000739.349999979;4210267.88;24545789.77;0.0;1151847.92;13792069.86;42254310.67;31051893.13;6729472.86;0.0;355000.0;243360.34;1485633.37;1953603.52
TANGUA;RJ;2020;112581272.3;0.0;2009530.469999984;3628157.8;23505526.27;3335.4;3542791.92;0.0;34946627.69;28110949.95;12226102.51;1513062.48;266706.05;0.0;23975.75;2804506.01
TERESOPOLIS;RJ;2020;517742070.0;19814343.17;26473063.77999997;17879840.5;25770337.63;8474340.97;11055618.51;102508693.49;172151920.16;114342167.47;34730939.27;0.0;2810372.77;1698406.57;0.0;19660712.05
TRAJANO DE MORAES;RJ;2020;67256014.91;553366.44;3901866.7099999934;2493057.99;7541463.05;1429965.05;2011021.19;7948018.84;19052152.81;13347248.91;6172869.94;0.0;889918.53;741818.93;1164728.74;1115250.66
TRES RIOS;RJ;2020;320927345.72;0.0;5395282.970000029;11261263.62;67066769.37;375157.75;1671884.26;0.0;106430723.26;74963090.8;20267451.69;33495722.0;0.0;0.0;0.0;0.0
VALENCA;RJ;2020;240951225.39;444294.05;1207400.0000000298;1502900.64;46589241.05;79516.61;4373064.12;13919660.32;93241068.81;48596952.3;18846701.3;0.0;684356.37;227345.25;0.0;12127312.67
VARRE-SAI;RJ;2020;53124134.01;5010000.79;5083885.4499999955;1933373.61;15059493.3;20147.5;421820.18;7111309.41;13922386.75;10346572.38;2508062.11;102643.31;306906.5;59194.93;881707.77;376631.6
VASSOURAS;RJ;2020;223378478.63;2787800.59;8376021.889999986;1170000.0;42234866.97;6636.0;4669554.0;12693366.66;111410398.32;27564552.64;12767286.67;0.0;4168.44;19354.36;3132485.4;2117587.87
VOLTA REDONDA;RJ;2020;890299979.16;0.0;7455946.349999905;32229572.0;147306524.07;6716709.5;15271135.8;54548903.67;282708552.98;222276769.26;4352680.18;87269753.84;0.0;0.0;962775.99;29200655.52
ANGRA DOS REIS;RJ;2021;1197886262.41;31388191.34;40354519.079999685;33527242.79;244591433.16;704543.69;9183861.38;118277901.0;396719645.09;197212335.64;147566665.94;7014812.23;140896.64;75274.46;13295775.5;20609547.15
AREAL;RJ;2021;69704060.87;8205162.8;11181091.560000002;2463061.27;18388785.43;0.0;2106989.71;8556230.04;20239645.81;14626346.26;94114.43;0.0;18564.5;234394.66;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2021;339102124.64;18473298.08;19262269.300000012;7425622.03;90954126.98;1548606.98;1000509.87;6879139.33;99440694.1;80169991.8;44340543.0;0.0;0.0;419381.0;601460.9;5533077.43
ARRAIAL DO CABO;RJ;2021;256486348.81;0.0;7364632.479999989;4648136.37;92047306.66;0.0;1699874.22;16058884.5;84240182.11;43057977.95;1369942.5;0.0;0.0;0.0;0.0;5999412.02
BARRA DO PIRAI;RJ;2021;317516336.68;332838.14;11493974.529999912;5826103.2;73240194.23;1289763.33;6713712.91;30958979.89;91796388.53;70944056.43;23428796.51;0.0;517317.16;0.0;194500.0;1445388.1
BOM JARDIM;RJ;2021;99657174.44;15191657.37;17770692.83999999;2982332.45;9088552.24;1957369.58;2630939.69;17695788.52;27909581.93;18739118.75;11751247.46;0.0;465373.39;602332.37;2999486.79;256015.8
BOM JESUS DO ITABAPOANA;RJ;2021;162284767.69;0.0;974004.219999969;4524440.88;15806174.26;717806.29;5041668.28;0.0;79501363.47;32437643.11;14153725.49;2521507.9;1423446.96;0.0;0.0;5182986.83
COMENDADOR LEVY GASPARIAN;RJ;2021;59542610.12;3457248.42;5541239.950000003;546293.2;16730439.12;0.0;1550280.32;3665717.73;16092649.54;13254469.45;4647543.0;55198.08;22743.64;0.0;0.0;893284.51
CAMPOS DOS GOYTACAZES;RJ;2021;1665001937.33;172270452.17;201356065.62000012;27866521.99;206699078.31;155753.9;27709118.35;208822691.72;788821637.26;245941812.57;91813924.2;0.0;851872.84;0.0;1818034.46;35415878.28
CANTAGALO;RJ;2021;95256176.96;4219882.54;5098192.75999999;3820912.9;7877218.66;1203867.71;2402005.66;18324270.77;28060537.36;15775567.85;6720942.77;4507806.17;1583163.62;777772.91;2045255.67;1278544.69
CARDOSO MOREIRA;RJ;2021;70218403.7;4603596.88;5932706.799999997;2565597.65;13838312.24;0.0;2642737.85;5920250.04;21795017.75;14237049.74;3320272.04;0.0;2638600.7;0.0;1621962.89;309492.88
CASIMIRO DE ABREU;RJ;2021;264709277.63;19572958.17;30508532.909999996;6968693.44;47941177.77;1814445.99;9248655.7;21544332.89;71875298.17;59601651.09;22614583.12;5154201.05;1254136.14;255753.38;0.0;5500774.15
CONCEICAO DE MACABU;RJ;2021;98352104.94;0.0;1923387.6400000006;3222867.79;13002150.8;1687278.05;3847578.91;9092389.11;33517459.85;20042033.13;9351332.14;74554.0;1068542.89;283742.16;0.0;1238788.47
CORDEIRO;RJ;2021;96402358.39;19089857.7;20513019.920000017;2864087.6;13948857.25;493551.8;1509812.84;17850025.9;28606421.43;19582769.54;9107217.21;0.0;762824.38;253628.22;0.0;0.0
DUQUE DE CAXIAS;RJ;2021;3164693953.45;87309751.16;108981384.65999985;67361553.58;156984266.08;22150942.27;91096243.26;497414029.78;1007299569.09;639494487.86;338114592.33;187569142.98;0.0;0.0;0.0;135537492.72
GUAPIMIRIM;RJ;2021;212369181.1;0.0;191907.4199999869;1608957.74;37588895.7;0.0;4520855.33;0.0;60098229.7;64778117.68;36929072.25;0.0;5550.0;340500.0;0.0;6307095.28
IGUABA GRANDE;RJ;2021;181148629.09;1369138.98;4255099.50999999;3973551.27;50376104.21;280188.53;5153987.99;6675608.38;51972266.91;32020104.22;23084509.68;0.0;0.0;0.0;0.0;4726347.37
ITABORAI;RJ;2021;626582431.35;19915348.98;31182831.330000043;15283620.64;124768555.46;29243.13;3047942.95;66226532.2;168146654.53;194945649.89;41691463.4;0.0;0.0;0.0;1175286.8;0.0
ITAGUAI;RJ;2021;613433572.57;113943108.73;135778173.19000018;2621366.07;135399908.78;5443385.92;21865503.73;70819311.22;177489575.57;138410216.97;21983058.42;6821547.16;371414.59;4186.0;2397402.0;7971631.68
ITALVA;RJ;2021;78818877.73;3212424.07;10605842.219999999;2523851.98;8011492.6;818857.03;3241893.09;7774572.58;28962154.26;11974564.0;4248716.9;0.0;2764421.41;0.0;0.0;1104935.73
ITAPERUNA;RJ;2021;369659194.52;6384958.5;21307113.379999995;8827840.33;44572617.71;4107455.99;12948643.04;11465682.81;169640557.75;72313834.45;25072834.38;678254.69;1578187.92;229887.23;1182684.34;2118559.0
ITATIAIA;RJ;2021;228439018.08;13929187.42;29954592.890000015;8514682.93;66624820.01;851796.37;608110.03;10102216.61;55124262.54;45245521.42;9082154.54;1763534.87;3690.6;3100.0;3308754.69;11180968.0
MACAE;RJ;2021;1953402806.44;125645451.06;244130193.1300001;71064394.81;173205126.13;39794510.82;34280516.88;114258141.27;584561733.11;494595556.09;138455675.32;114137909.98;4237537.54;0.0;65648603.22;678359.2
MACUCO;RJ;2021;54481031.0;0.0;2047167.2900000066;1963336.99;13678106.08;50758.5;1955385.12;0.0;19592088.69;10171203.19;4192988.17;0.0;742739.11;87257.86;0.0;0.0
MANGARATIBA;RJ;2021;379922811.37;10431106.69;28057287.24000001;12769540.84;104676948.81;0.0;976045.76;31450048.84;87114017.15;79992533.5;32438335.21;0.0;0.0;25846.0;3762623.44;9090691.27
MARICA;RJ;2021;2759929693.8;164584354.4;634942432.4699998;22043536.32;547607608.09;22492832.05;73502094.8;66761442.4;598879841.46;347019239.03;504416261.18;16487324.18;6227431.5;10372194.42;23120471.9;50641338.4
MESQUITA;RJ;2021;373499153.05;0.0;15207918.580000043;5386520.02;63360530.52;6096426.57;9942293.69;7149202.75;120993170.81;98970471.36;28901629.55;0.0;0.0;0.0;407172.76;17083816.44
MIGUEL PEREIRA;RJ;2021;177075915.39;0.0;6321555.819999993;4218608.72;39915923.59;512752.25;1425210.21;11014880.63;60650454.69;31090016.2;16025103.71;831422.36;210106.26;1867479.69;2992401.26;0.0
MIRACEMA;RJ;2021;144790945.11;8537085.59;17937206.700000018;3492103.21;14557517.43;2970732.81;4149499.48;17948473.53;42387035.2;27177335.45;8170275.7;2986042.09;5638905.25;0.0;1172868.98;4740034.87
NATIVIDADE;RJ;2021;86478590.11;12364289.09;15960607.699999988;2433574.22;10419172.86;0.0;1412254.1;13486081.4;30096124.62;13563573.6;6631875.84;0.0;821440.93;16250.0;880183.37;3121740.56
NILOPOLIS;RJ;2021;331636611.18;48877245.91;60095551.110000014;0.0;44691257.97;6009408.56;2223309.59;58949946.83;88813778.33;82634998.98;32591379.73;0.0;0.0;0.0;2751746.23;1752479.76
NITEROI;RJ;2021;3846451225.48;0.0;52212269.49999952;11480.0;977764636.78;100085579.96;203989985.26;479286280.29;690522778.66;632932080.32;228483848.12;138660685.88;0.0;121983064.14;34459894.42;186058642.15
NOVA FRIBURGO;RJ;2021;526422771.67;16825900.94;17631692.77999991;11838704.68;74881598.23;0.0;3323313.81;16574056.38;196019299.71;156288636.07;39524325.06;0.0;0.0;50921.47;2457597.72;24658526.7
NOVA IGUACU;RJ;2021;1919162120.0;119015628.84;197280211.44000006;18390265.13;166322779.7;0.0;18961096.09;190257168.45;596699552.93;372883616.97;280193324.6;0.0;0.0;135431.1;3372504.49;193681797.94
PARACAMBI;RJ;2021;157210215.43;0.0;6364166.850000024;3624070.15;44744473.02;2693490.02;2908143.86;0.0;65562346.8;27356011.21;1487821.9;0.0;32041.38;0.0;1370245.45;1067404.79
PARAIBA DO SUL;RJ;2021;169484512.08;8042945.84;13537725.200000018;4957694.82;27723770.87;0.0;2917207.34;18893158.17;50499138.96;43359976.37;5200883.5;218596.18;0.0;0.0;1599924.51;8619382.0
PARATY;RJ;2021;283059319.17;0.0;8317554.670000017;8121906.23;40452358.86;7152576.26;8561605.34;0.0;93799001.38;53915018.83;45435719.3;6232260.71;2307199.06;2475883.8;0.0;6288234.73
PATY DO ALFERES;RJ;2021;145339425.77;0.0;1239434.469999969;0.0;49515084.13;2311315.11;1496462.72;9449601.53;31038398.65;33117542.96;13505261.93;1467058.3;908943.87;313637.36;0.0;976684.74
PETROPOLIS;RJ;2021;1237611911.68;52051037.97;53005683.67000008;21859771.35;89252013.99;501855.11;14186186.03;17053199.01;477755412.51;253703595.57;69632378.99;78636365.2;13191.8;73793.05;0.0;213989503.37
